ID,Grupo,Área,"Nombre del
Activo",Descripción del Activo,Formato,Serie / Subserie,El activo de información está relacionado con el manejo de recursos de origen gubernamental,"Idioma de la información
(o tecnología asociada)","Fecha de generación del
activo de información",Fecha de determinación de clasificación de sensibilidad (y transparencia),Fecha de última revisión y actualización,Duración (años) status de clasificado o reservado,Dias transcurridos desde la última revisión,"Propietario (responsable) del activo 
(área o cargo)","Custodio del
Activo",Localización del Activo,Plazo de la Clasificacion o la Reserva
62,VP Credito y Riesgos,Dirección Riesgo Operacional,Actas De Comité SARO,Actas de las sesiones del Comité SARO,Docx / PDF,Actas / Actas De Comité Sistema Administración Riesgo Operativo (Saro),No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,Fileserver: \\FDNFS\Riesgos\SARO\1. SARO\4. Comité SARO y Riesgos JD,Maximo que determine la ley
63,VP Credito y Riesgos,Dirección Riesgo Operacional,Análisis De Impacto Al Negocio,"Ejercicio de priorización de personal, procesos, proveedores y demás recursos críticos de la FDN",Xls,Plan / Plan De Continuidad Del Negocio,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver:\\FDNFS\Riesgos\SARO\2. BCP\1. BIA
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=9808507&objAction=browse&viewType=1",Maximo que determine la ley
64,VP Credito y Riesgos,Dirección Riesgo Operacional,Plan de Capacitación SARO,"Contempla El Plan De Capacitación, Presentaciones Y Soportes.",Docx / PDF /Pptx,Planes/Planes De Capacitaciones,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver: \\FDNFS\Riesgos\SARO\3. Capacitaciones
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435090&objAction=browse&viewType=1",Maximo que determine la ley
65,VP Credito y Riesgos,Dirección Riesgo Operacional,Aplicación Cero,"Herramienta para la administración de las matrices de riesgos, eventos materializados, indicadores y planes de acción.",Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Proveedor Pirani,http://fdnceroprd:8080/Administracion/Login.aspx,Maximo que determine la ley
66,VP Credito y Riesgos,Dirección Riesgo Operacional,Gestión conciliación Cuentas Saro,Documentos para la conciliación contable de eventos de riesgo operacional,Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver:\\FDNFS\Riesgos\SARO\1. SARO\3. Monitoreo\2022\Conciliación
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=3409109&objAction=browse&viewType=1",Maximo que determine la ley
67,VP Credito y Riesgos,Dirección Riesgo Operacional,Base de eventos Riesgo Operacional,Registro historico de eventos de riesgo operacional materializados,Xls,Registros Eventos De Riesgos Operativos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver: \\FDNFS\Riesgos\SARO\1. SARO\2. Base de Eventos
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435093&objAction=browse&viewType=1",Maximo que determine la ley
68,VP Credito y Riesgos,Dirección Riesgo Operacional,Indicadores Riesgo Operacional,Indicadores Riesgo Operativo,Xls,Indicadores  / Indicadores De Riesgos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435109&objAction=browse&sort=name&viewType=1,Maximo que determine la ley
69,VP Credito y Riesgos,Dirección Riesgo Operacional,Matriz Cálculo VeRRO,Archivo para el calculo del valor de exposicion al riesgo operacional VERRO,Xls,Indicadores  / Indicadores De Riesgos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver: \\FDNFS\Riesgos\SARO\1. SARO\13. VERRO
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=10435640&objAction=browse&sort=name",Maximo que determine la ley
70,VP Credito y Riesgos,Dirección Riesgo Operacional,Matriz de Riesgo Operacional,Matriz  que consolida el análisis de riesgos y controles de los procesos de la FDN,Xls,Indicadores  / Indicadores De Riesgos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver: \\FDNFS\Riesgos\SARO\1. SARO\1. Mapa de riesgo
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435096&objAction=browse&viewType=1",Maximo que determine la ley
71,VP Credito y Riesgos,Dirección Riesgo Operacional,Documento DRP,Plan De Recuperación De Desastres; Corresponde A Un Manual Que Contiene El Paso De Productivo A Contingencia tecnológica,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Jefatura de Operación y Soporte TI,Jefatura de Operación y Soporte TI,,Maximo que determine la ley
72,VP Credito y Riesgos,Dirección Riesgo Operacional,Estrategias De Continuidad del Negocio,Documento que consolida la estrategias establecidas para hacer frente a situaciones que interrumpan la operación FDN.,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver:  \\FDNFS\Riesgos\SARO\2. BCP\4. Estrategias
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435098&objAction=browse&viewType=1",Maximo que determine la ley
73,VP Credito y Riesgos,Dirección Riesgo Operacional,Informes De Pruebas de Continuidad del Negocio,Describe El Resultado Final Y Conclusiones De Las Pruebas De Continuidad Ejecutadas En El Periodo,Docx / PDF /Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver: \\FDNFS\Riesgos\SARO\2. BCP\2.Pruebas
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435082&objAction=browse&viewType=1",Maximo que determine la ley
74,VP Credito y Riesgos,Dirección Riesgo Operacional,ERO -Reporte de Eventos de Riesgo Operativo,Formulario en google para el reporte de potenciales eventos de riesgo operacional,Software,Informes / Informes De Seguimiento Y Monitoreo,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,https://docs.google.com/forms/d/15cRcsGzCPTbVkX0_dwyqlKQH5RWaUvX9uiHO_D6scn4/edit,Maximo que determine la ley
75,VP Credito y Riesgos,Dirección Riesgo Operacional,Documentos de Metodologías de Gestión de Riesgo Operacional,"Guía Metodológica De Identificación De Riesgos, Causas Y Controles
Guía Metodológica Evaluación De Riesgos Y Controles
Guía Metodológica De Consolidación De Riesgos Operacionales
Guía Marco Metodológico Bia",Docx / Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll/fetch/7916268/8031471/10499258/GU-GRI-27_GUIA_METODOLOGICA_CONSOLIDACI%C3%93N_DE_RIESGOS_OPERACIONALES.pdf?nodeid=24737584&vernum=-2
https://pegaso.fdn.com.co/OTCS/llisapi.dll/fetch/2000/970279/2524301/7916268/8031471/GU-GRI-11_GUIA_METODOL%C3%93GICA_EVALUACI%C3%93N_DE_RIESGOS_Y_CONTROLES.pdf?nodeid=8110826&vernum=-2
https://pegaso.fdn.com.co/OTCS/llisapi.dll/fetch/2000/970279/2524301/7916268/8031471/GU-GRI-12_GU%C3%8DA_METODOL%C3%93GICA_DE_IDENTIFICACI%C3%93N_DE_RIESGOS%2C_CAUSAS_Y_CONTROLES.pdf?nodeid=8111294&vernum=-2
\\FDNFS\Riesgos\SARO\2. BCP\3. Documentación",Maximo que determine la ley
76,VP Credito y Riesgos,Dirección Riesgo Operacional,Documentación de Monitoreo De Controles,"Formatos utilizados para las pruebas de evaluación de controles:
Formato de Monitoreo de controles
Cuestionario calificación monitoreo de controles
Cargue nuevos controles",Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver: \\FDNFS\Riesgos\SARO\1. SARO\3. Monitoreo
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=10004034&objAction=browse&viewType=1",Maximo que determine la ley
77,VP Credito y Riesgos,Dirección Riesgo Operacional,Perfil Consolidado De Riesgos,Perfil de riesgo operacional de la FDN construido a partir de las valoraciones de los riesgos consolidados,Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos Operacional,Dirección De Riesgos Operacional,"Fileserver: \\FDNFS\Riesgos\SARO\1. SARO\1. Mapa de riesgo
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435096&objAction=browse&viewType=1",Maximo que determine la ley
78,VP Credito y Riesgos,Dirección Riesgo Operacional,Perfil Consolidado De Riesgos Detallado,"Matriz De Validación Del Perfil De Riesgos; Riesgos, Causas Y Controles",Xls,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Administración Del Sistema Integrado De Gestión,Administración Del Sistema Integrado De Gestión,,Maximo que determine la ley
79,VP Credito y Riesgos,Dirección Riesgo Operacional,Plan De Continuidad De Negocio,Política Y Desarrollo De La Política De Continuidad De Negocio.,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Administración Del Sistema Integrado De Gestión,Administración Del Sistema Integrado De Gestión,Fileserver,Maximo que determine la ley
80,VP Credito y Riesgos,Dirección Riesgo Operacional,Planes de acción de Riesgo Operacional,Relacion de planes de acción establecidos para fortalecer la gestión de riesgo operacional al interior de la FDN,Docx / PDF,Planes / Plan De Mejoramiento De Riesgos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos De Mercado Y Liquidez,Dirección De Riesgos De Mercado Y Liquidez,"\\FDNFS\Riesgos\SARO\1. SARO\3. Monitoreo
https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=10004032&objAction=browse&viewType=1",Maximo que determine la ley
81,VP Credito y Riesgos,Dirección Riesgo Operacional,Plan De Pruebas,Cronograma de pruebas de continuidad de negocio a ejecutar en la FDN,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos De Mercado Y Liquidez,Dirección De Riesgos De Mercado Y Liquidez,"Fileserver: \\FDNFS\Riesgos\SARO\2. BCP\2.Pruebas
https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435082&objAction=browse&viewType=1",Maximo que determine la ley
82,VP Credito y Riesgos,Dirección Riesgo Operacional,Plan De Trabajo URO,Cronograma De Actividades A Desarrollar Por La Uro,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos De Mercado Y Liquidez,Dirección De Riesgos De Mercado Y Liquidez,Fileserver: \\FDNFS\Riesgos\SARO\6. Plan de Trabajo,Maximo que determine la ley
83,VP Credito y Riesgos,VP Credito y Riesgos,Presentación Comité Riesgos Jd,Informe de la,Pptx,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vicepresidencia de Riesgos,Vicepresidencia de Riesgos,Fileserver,Maximo que determine la ley
84,VP Credito y Riesgos,Dirección Riesgo Operacional,Presentación Comité Saro,Informe De Gestión De Riesgo Operacional Y Ciberseguridad,Pptx,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos De Mercado Y Liquidez,Dirección De Riesgos De Mercado Y Liquidez,"Fileserver: \\FDNFS\Riesgos\SARO\1. SARO\4. Comité SARO y Riesgos JD
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435080&objAction=browse&viewType=1",Maximo que determine la ley
85,VP Credito y Riesgos,Dirección Riesgo Operacional,Administración De Crisis Y Comunicaciones En Continuidad,Metodología para el manejo de crisis y las comunicaciones en un escenario de continuidad de negocio,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos De Mercado Y Liquidez,Dirección De Riesgos De Mercado Y Liquidez,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll/fetch/2000/970279/2524301/7916268/8031471/MD-GRI-02_MANUAL_ADMINISTRACI%C3%93N_DE_CRISIS_Y_COMUNICACIONES_EN_CONTINUIDAD.pdf?nodeid=8109727&vernum=-2,Maximo que determine la ley
86,VP Credito y Riesgos,Dirección Riesgo Operacional,Set De Pruebas,Descripción De Las Actividades Ejecutadas En Las Pruebas De Continuidad De Negocio,Xls /Docx /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Riesgos De Mercado Y Liquidez,Dirección De Riesgos De Mercado Y Liquidez,"Fileserver: \\FDNFS\Riesgos\SARO\2. BCP\2.Pruebas
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1435082&objAction=browse&viewType=1",Maximo que determine la ley
87,VP Credito y Riesgos,Dirección Socio ambiental,Registros De Control Ambiental de las oficinas de la FDN,"Control De Resgistros Solidos
Control Consumo Energia Electrica 
Control Insumos 
Matriz De Identificación De Aspectos, Riesgos E Impactos Ambientales.",Xls,Instrumentos De Control / Control Ambiental,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Socio Ambiental,Dirección Socio Ambiental,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=1544633&objAction=browse&viewType=1
Fileserver:",Maximo que determine la ley
88,VP Credito y Riesgos,Dirección Socio ambiental,Política Sostenibilidad y PolíticaSocioambiental,Política pública de Sostenibilidad y Política Sociombiental de la FDN,Docx / PDF,Politícas / Políticas Ambientales,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Socio Ambiental,Dirección De Procesos,"MegaSite
Pagina Web FDN",Maximo que determine la ley
89,VP Credito y Riesgos,Dirección Socio ambiental,Portal Web Registro Único De Infractores Ambientales (Agencia),Portal web para consultas de clientes y/o proyectos sobre sanciones ambientales impuestas por la autoridad ambiental,N/A,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Socio ambiental,Ministerio de ambiente,http://vital.minambiente.gov.co/SILPA_UT_PRE/RUIA/ConsultarSancion.aspx?Ubic=ext,Maximo que determine la ley
90,VP Credito y Riesgos,Dirección Socio ambiental,Evaluación Y Seguimiento Ambiental Y Social De Proyectos,Formato  para Evaluación De Desempeño Ambiental Y Social De Los Proyectos nuevos y rating de cartera ambiental (dos veces al año),Xls /PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Socio Ambiental,Dirección Socio Ambiental,Pegaso,Maximo que determine la ley
91,VP Credito y Riesgos,Dirección Socio ambiental,Debida Diligencia Ambiental Y Social Interna y/o Externa,Formato con resultado de debida diligencia cuando lo hace el equipo de Dirección socioambiental de la FDN ó documento de debida diligencia elaborado por el asesor ambiental y social independiente,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Socio Ambiental,Dirección Socio Ambiental,Pegaso,Maximo que determine la ley
92,VP Credito y Riesgos,Dirección Socio ambiental,Informe Anual Ambiental Y Social IFC,Reporte Consolidado De La Gestión Ambiental Y Social Según Requerimiento de IFC,Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Socio Ambiental,Dirección Socio Ambiental,Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=4497102&objAction=browse&viewType=1,Maximo que determine la ley
93,VP Estructuración,Vp Estructuración,Modelo De Costeo,Metodología de costeo de proyectos,Xlsx,Convenios / Convenios Interadministrativos,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Estructuración- Vicepresidente de Estructuración,Director de Fortalecimiento y gestión,Fileserver: \\FDNFS\Estructuracion\3. Negocios,Maximo que determine la ley
102,Vp.Finanzas Estructuradas,Dirección Finanzas estructuradas,Bancos/Cuartos De Datos De Proyectos,Acceso a la Información De Proyectos Por Parte De Varios Financiadores,Docx / PDF/Xls/Pptx,Proyectos / Proyectos De Financiación,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp.Finanzas Estructuradas,Vp.Finanzas Estructuradas,Fileserver:\\FDNFS\Proyectos_Financiación,Maximo que determine la ley
103,Vp.Finanzas Estructuradas,Dirección Finanzas estructuradas,Créditos Proyectos,"Documentos para la debida diligencia de créditos proyectos(estados financieros, flujos de caja proyectados, backlog, Informes De Asesores Sobre Análisis Sectoriales Y Aspectos Específicos De Transacciones entre otros..)",Docx / PDF,No Relacionado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp.Finanzas Estructuradas,Vp.Finanzas Estructuradas,Fileserver:\\FDNFS\Proyectos_Financiación,Maximo que determine la ley
104,VP Financiación,Financiación,Fondes,Fondes,Software,No Aplica: Sistema De Información O Software,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Financiación,Financiación,Fileserver,Maximo que determine la ley
105,Vp.Finanzas Estructuradas,Dirección Finanzas estructuradas,Fondos De Capital Privado,"Documentos que soportan la inversión en Fondos De Capital Privado( reglamento, acuerdo de coinversión, compromiso de inversión, entre otros)",Docx / PDF,Contratos / Contratos De Inversión En Fondos De Capital Privado,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp.Finanzas Estructuradas,Vp.Finanzas Estructuradas,Fileserver:\\FDNFS\Proyectos_Financiación,Maximo que determine la ley
106,Vp.Finanzas Estructuradas,Dirección Finanzas estructuradas,Créditos Corporativos,"Documentos para la debida diligencia de créditos corporativos (estados financieros, flujos de caja proyectados, backlog, Informes De Asesores Sobre Análisis Sectoriales Y Aspectos Específicos De Transacciones entre otros..)",Docx / PDF/Xls,Proyectos / Proyectos De Financiación,No,Español,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp.Finanzas Estructuradas,Vp.Finanzas Estructuradas,Fileserver:\\FDNFS\Proyectos_Financiación,Maximo que determine la ley
